,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Marital_Status,Car_Ownership,Has_Children,ProdTaken,NumberOfFollowups_outlier,Income_Category,id
1695,10.0,0.0,1.0,900.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,325050.0,2.0,0.0,1.0,1.0,0.0,2.0,1695.0
1746,56.0,1.0,1.0,840.0,1.0,1.0,3.0,4.0,3.0,3.0,1.8,0.0,1.0,1.0,567900.0,1.0,1.0,1.0,1.0,0.0,4.0,1746.0
1756,32.0,0.0,2.0,480.0,2.0,0.0,2.0,5.0,0.0,4.0,2.0,0.0,4.0,2.0,317805.0,2.0,1.0,0.0,1.0,1.0,1.0,1756.0
1759,42.0,1.0,2.0,720.0,1.0,1.0,2.0,5.0,0.0,5.0,5.0,0.0,4.0,2.0,331995.0,1.0,1.0,0.0,1.0,1.0,2.0,1759.0
1789,27.0,0.0,2.0,600.0,0.0,1.0,3.0,4.0,1.0,4.0,7.0,0.0,2.0,4.0,393060.0,1.0,0.0,0.0,1.0,0.0,3.0,1789.0
1804,55.0,0.0,2.0,420.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,480000.0,0.0,1.0,0.0,1.0,0.0,4.0,1804.0
1847,20.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,2.0,324960.0,0.0,1.0,1.0,1.0,0.0,2.0,1847.0
1852,19.0,1.0,1.0,420.0,0.0,1.0,3.0,5.0,0.0,3.0,2.0,0.0,2.0,2.0,407940.0,2.0,0.0,1.0,1.0,1.0,3.0,1852.0
1862,53.0,1.0,2.0,540.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,0.0,1.0,3.0,375840.0,2.0,0.0,1.0,1.0,0.0,3.0,1862.0
1873,31.0,1.0,1.0,480.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,331575.0,0.0,1.0,1.0,1.0,0.0,2.0,1873.0
1881,37.0,1.0,3.0,1320.0,2.0,1.0,3.0,6.0,0.0,3.0,6.0,0.0,4.0,2.0,439905.0,1.0,0.0,1.0,1.0,1.0,4.0,1881.0
1884,29.0,1.0,2.0,780.0,1.0,1.0,3.0,6.0,0.0,3.0,3.0,0.0,1.0,2.0,312630.0,2.0,0.0,1.0,1.0,1.0,1.0,1884.0
1886,50.0,1.0,1.0,420.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,365655.0,0.0,0.0,0.0,1.0,0.0,3.0,1886.0
1895,50.0,1.0,2.0,360.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,347955.0,1.0,1.0,0.0,1.0,0.0,2.0,1895.0
1899,18.0,0.0,3.0,840.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,377205.0,1.0,1.0,0.0,1.0,0.0,3.0,1899.0
1900,56.0,1.0,2.0,1440.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,504060.0,2.0,0.0,0.0,1.0,0.0,4.0,1900.0
1905,34.0,0.0,2.0,1020.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,380000.0,3.0,0.0,1.0,1.0,0.0,3.0,1905.0
1908,26.0,0.0,3.0,900.0,2.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,249600.0,0.0,1.0,0.0,1.0,0.0,0.0,1908.0
1920,46.0,1.0,2.0,1920.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,0.0,2.0,4.0,367425.0,2.0,0.0,0.0,1.0,0.0,3.0,1920.0
1960,33.0,0.0,2.0,900.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,274245.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0
1969,40.0,1.0,1.0,600.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,259110.0,1.0,0.0,0.0,1.0,0.0,0.0,1969.0
1971,23.0,1.0,1.0,840.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,260000.0,1.0,0.0,1.0,1.0,0.0,0.0,1971.0
1972,40.0,1.0,1.0,480.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,2.0,4.0,315930.0,2.0,0.0,0.0,1.0,0.0,1.0,1972.0
1974,38.0,0.0,1.0,1080.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,255255.0,0.0,1.0,0.0,1.0,0.0,0.0,1974.0
1985,37.0,0.0,1.0,540.0,1.0,1.0,3.0,6.0,0.0,3.0,5.0,1.0,1.0,2.0,323625.0,0.0,0.0,1.0,1.0,1.0,1.0,1985.0
2014,51.0,1.0,2.0,420.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0,3.0,1.0,509865.0,0.0,1.0,1.0,1.0,0.0,4.0,2014.0
2043,41.8,0.0,1.0,600.0,2.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,4.0,2.0,265680.0,1.0,1.0,0.0,1.0,0.0,0.0,2043.0
2044,14.0,0.0,3.0,1080.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,3.0,3.0,274185.0,0.0,0.0,0.0,1.0,0.0,0.0,2044.0
2045,40.0,1.0,1.0,960.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,3.0,2.0,260925.0,0.0,1.0,0.0,1.0,0.0,0.0,2045.0
2046,31.0,1.0,2.0,420.0,2.0,0.0,2.0,3.0,1.0,5.0,1.0,0.0,3.0,4.0,408900.0,1.0,1.0,0.0,1.0,0.0,3.0,2046.0
2049,26.0,0.0,1.0,420.0,0.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,3.0,4.0,350775.0,3.0,1.0,0.0,1.0,0.0,2.0,2049.0
2050,40.0,1.0,1.0,480.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,350385.0,0.0,1.0,1.0,1.0,0.0,2.0,2050.0
2056,49.0,1.0,1.0,780.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,2.0,300000.0,2.0,0.0,1.0,1.0,0.0,1.0,2056.0
2068,22.0,1.0,1.0,600.0,1.0,0.0,4.0,5.0,0.0,4.0,2.0,0.0,4.0,2.0,323850.0,0.0,0.0,1.0,1.0,1.0,1.0,2068.0
2073,47.0,0.0,3.0,660.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,355950.0,3.0,1.0,0.0,1.0,0.0,2.0,2073.0
2091,32.0,0.0,2.0,1860.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0,253845.0,1.0,1.0,0.0,1.0,0.0,0.0,2091.0
2109,19.0,1.0,2.0,660.0,0.0,1.0,3.0,5.0,0.0,4.0,6.0,0.0,4.0,2.0,300000.0,1.0,1.0,1.0,1.0,1.0,1.0,2109.0
2111,52.0,1.0,1.0,960.0,1.0,1.0,3.0,4.0,0.0,3.0,7.0,1.0,3.0,2.0,537795.0,1.0,1.0,1.0,1.0,0.0,4.0,2111.0
2117,40.0,1.0,2.0,1200.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,0.0,4.0,3.0,307770.0,0.0,1.0,1.0,1.0,1.0,1.0,2117.0
2154,29.0,1.0,3.0,780.0,2.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,3.0,2.0,300000.0,0.0,0.0,1.0,1.0,0.0,1.0,2154.0
2158,50.0,1.0,2.0,540.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,1.0,5.0,0.0,400000.0,1.0,1.0,0.0,1.0,0.0,3.0,2158.0
2208,20.0,1.0,2.0,900.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,300000.0,0.0,1.0,0.0,1.0,0.0,1.0,2208.0
2227,53.0,0.0,2.0,720.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,278340.0,0.0,1.0,1.0,1.0,0.0,0.0,2227.0
2250,35.2,1.0,1.0,1080.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,4.0,2.0,289247.0,2.0,1.0,0.0,1.0,0.0,0.0,2250.0
2286,57.0,1.0,1.0,900.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,0.0,4.0,0.0,545535.0,1.0,0.0,1.0,1.0,1.0,4.0,2286.0
2287,42.0,1.0,1.0,600.0,2.0,0.0,3.0,5.0,3.0,4.0,3.0,0.0,3.0,2.0,478140.0,2.0,0.0,1.0,1.0,1.0,4.0,2287.0
2291,33.0,1.0,2.0,1620.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,1.0,4.0,2.0,317220.0,3.0,1.0,1.0,1.0,0.0,1.0,2291.0
2301,36.0,1.0,2.0,540.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,271140.0,2.0,0.0,0.0,1.0,0.0,0.0,2301.0
2305,21.0,1.0,2.0,720.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,375840.0,2.0,0.0,1.0,1.0,0.0,3.0,2305.0
2310,48.0,1.0,3.0,660.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,4.0,377640.0,1.0,1.0,0.0,1.0,0.0,3.0,2310.0
2311,20.0,1.0,1.0,600.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,4.0,436215.0,3.0,1.0,0.0,1.0,0.0,4.0,2311.0
2322,40.0,1.0,2.0,420.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,513255.0,2.0,0.0,0.0,1.0,0.0,4.0,2322.0
2374,33.0,0.0,2.0,960.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,306810.0,2.0,1.0,0.0,1.0,0.0,1.0,2374.0
2387,30.0,0.0,1.0,780.0,2.0,1.0,2.0,3.0,0.0,4.0,5.0,0.0,2.0,2.0,319695.0,2.0,0.0,0.0,1.0,0.0,1.0,2387.0
2392,38.0,1.0,1.0,900.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,261075.0,3.0,0.0,0.0,1.0,0.0,0.0,2392.0
2400,52.0,0.0,1.0,960.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,369420.0,2.0,0.0,1.0,1.0,0.0,3.0,2400.0
2408,28.0,0.0,1.0,900.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,327795.0,2.0,0.0,1.0,1.0,0.0,2.0,2408.0
2436,27.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,310650.0,0.0,0.0,1.0,1.0,0.0,1.0,2436.0
2454,46.0,1.0,3.0,1020.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,400000.0,1.0,1.0,1.0,1.0,0.0,3.0,2454.0
2458,33.0,1.0,2.0,720.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,4.0,2.0,300000.0,2.0,0.0,0.0,1.0,0.0,1.0,2458.0
2488,48.0,0.0,2.0,900.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,0.0,2.0,1.0,529020.0,1.0,0.0,1.0,1.0,0.0,4.0,2488.0
2507,59.0,1.0,2.0,420.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,0.0,2.0,4.0,384585.0,1.0,1.0,1.0,1.0,0.0,3.0,2507.0
2508,30.0,1.0,2.0,660.0,1.0,1.0,3.0,4.0,3.0,4.0,7.0,0.0,2.0,1.0,397665.0,0.0,1.0,1.0,1.0,0.0,3.0,2508.0
2517,55.0,1.0,2.0,480.0,2.0,0.0,3.0,4.0,3.0,5.0,7.0,0.0,2.0,1.0,537495.0,2.0,0.0,1.0,1.0,0.0,4.0,2517.0
2521,54.0,1.0,3.0,420.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,2.0,4.0,296820.0,0.0,1.0,1.0,1.0,0.0,0.0,2521.0
2539,50.0,0.0,2.0,420.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,1.0,4.0,480735.0,1.0,0.0,1.0,1.0,0.0,4.0,2539.0
2549,43.0,1.0,1.0,900.0,2.0,1.0,3.0,4.0,0.0,3.0,7.0,0.0,2.0,2.0,354825.0,0.0,0.0,1.0,1.0,0.0,2.0,2549.0
2550,17.0,1.0,1.0,720.0,2.0,1.0,3.0,4.0,0.0,3.0,4.0,0.0,2.0,2.0,300000.0,2.0,0.0,1.0,1.0,0.0,1.0,2550.0
2552,34.0,0.0,1.0,1140.0,0.0,1.0,3.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,310000.0,1.0,0.0,1.0,1.0,0.0,1.0,2552.0
2554,36.0,0.0,2.0,780.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,363810.0,1.0,0.0,1.0,1.0,0.0,3.0,2554.0
2555,24.0,0.0,2.0,480.0,1.0,0.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,415215.0,1.0,0.0,1.0,1.0,0.0,4.0,2555.0
2558,31.0,1.0,2.0,1920.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,3.0,325110.0,2.0,0.0,1.0,1.0,0.0,2.0,2558.0
2572,25.0,1.0,1.0,480.0,2.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,256815.0,0.0,0.0,1.0,1.0,0.0,0.0,2572.0
2597,30.0,0.0,2.0,540.0,1.0,0.0,1.0,300.0,0.0,4.0,5.0,0.0,2.0,2.0,257085.0,0.0,0.0,0.0,1.0,1.0,0.0,2597.0
2601,37.0,1.0,1.0,840.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0,272640.0,0.0,0.0,1.0,1.0,0.0,0.0,2601.0
2606,29.0,0.0,2.0,840.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,248595.0,0.0,0.0,1.0,1.0,0.0,0.0,2606.0
2611,39.4,0.0,1.0,900.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,349189.0,0.0,1.0,1.0,1.0,0.0,2.0,2611.0
2619,54.0,1.0,1.0,540.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,0.0,5.0,4.0,364665.0,1.0,1.0,1.0,1.0,0.0,3.0,2619.0
2630,51.0,1.0,2.0,420.0,2.0,0.0,2.0,5.0,1.0,4.0,2.0,0.0,1.0,4.0,358620.0,1.0,1.0,1.0,1.0,1.0,2.0,2630.0
2641,30.0,1.0,1.0,540.0,0.0,1.0,3.0,5.0,0.0,5.0,7.0,0.0,2.0,2.0,325815.0,0.0,0.0,1.0,1.0,1.0,2.0,2641.0
2670,41.0,1.0,1.0,420.0,1.0,1.0,3.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,352335.0,1.0,0.0,1.0,1.0,0.0,2.0,2670.0
2677,31.0,1.0,1.0,480.0,0.0,0.0,3.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,260475.0,0.0,1.0,1.0,1.0,0.0,0.0,2677.0
2679,48.0,1.0,1.0,480.0,2.0,1.0,3.0,2.0,0.0,3.0,7.0,0.0,2.0,2.0,300000.0,3.0,0.0,1.0,1.0,0.0,1.0,2679.0
2686,31.0,0.0,1.0,960.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,340170.0,1.0,0.0,1.0,1.0,0.0,2.0,2686.0
2696,44.2,1.0,3.0,900.0,2.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,4.0,2.0,423000.0,1.0,0.0,1.0,1.0,0.0,4.0,2696.0
2714,38.0,1.0,1.0,540.0,0.0,1.0,4.0,4.0,0.0,3.0,5.0,0.0,2.0,2.0,328020.0,0.0,1.0,1.0,1.0,0.0,2.0,2714.0
2728,31.0,1.0,2.0,480.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,405405.0,1.0,0.0,1.0,1.0,0.0,3.0,2728.0
2763,43.0,1.0,2.0,480.0,2.0,0.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,374415.0,3.0,1.0,1.0,1.0,0.0,3.0,2763.0
2796,31.0,1.0,1.0,900.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,345060.0,0.0,0.0,0.0,1.0,0.0,2.0,2796.0
2822,20.0,1.0,2.0,900.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,2.0,313815.0,0.0,1.0,1.0,1.0,0.0,1.0,2822.0
2825,30.0,1.0,2.0,1500.0,1.0,0.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,362850.0,3.0,0.0,1.0,1.0,0.0,3.0,2825.0
2866,44.0,1.0,1.0,780.0,2.0,1.0,2.0,3.0,0.0,4.0,7.0,0.0,2.0,2.0,261240.0,0.0,1.0,1.0,1.0,0.0,0.0,2866.0
2883,40.0,0.0,2.0,960.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,345810.0,1.0,0.0,1.0,1.0,0.0,2.0,2883.0
2889,31.0,0.0,2.0,720.0,2.0,0.0,2.0,3.0,2.0,4.0,7.0,0.0,2.0,3.0,276165.0,0.0,0.0,1.0,1.0,0.0,0.0,2889.0
2915,42.2,1.0,3.0,600.0,2.0,1.0,2.0,3.0,0.0,5.0,1.0,0.0,4.0,2.0,287250.0,1.0,1.0,1.0,1.0,0.0,0.0,2915.0
2920,37.0,0.0,2.0,1080.0,2.0,0.0,2.0,3.0,0.0,4.0,5.0,0.0,3.0,2.0,269010.0,0.0,0.0,1.0,1.0,0.0,0.0,2920.0
2941,42.0,1.0,2.0,1560.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,0.0,2.0,3.0,300000.0,1.0,1.0,1.0,1.0,0.0,1.0,2941.0
2942,41.6,1.0,3.0,816.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,3.0,353295.0,2.0,1.0,0.0,1.0,0.0,2.0,2942.0
2948,27.0,1.0,2.0,960.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,2.0,2.0,269730.0,1.0,0.0,0.0,1.0,0.0,0.0,2948.0
2951,54.0,0.0,2.0,420.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,471165.0,2.0,1.0,0.0,1.0,0.0,4.0,2951.0
2963,46.0,0.0,1.0,420.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,335160.0,1.0,0.0,1.0,1.0,0.0,2.0,2963.0
2965,37.0,1.0,2.0,360.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,400000.0,0.0,1.0,1.0,1.0,0.0,3.0,2965.0
2967,42.0,0.0,2.0,840.0,2.0,0.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,264585.0,1.0,0.0,1.0,1.0,0.0,0.0,2967.0
2974,41.0,0.0,1.0,1560.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,0.0,2.0,3.0,366570.0,2.0,1.0,1.0,1.0,0.0,3.0,2974.0
2983,28.0,0.0,1.0,1080.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,4.0,2.0,259245.0,1.0,0.0,0.0,1.0,0.0,0.0,2983.0
3004,26.0,1.0,2.0,660.0,1.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,304320.0,2.0,1.0,0.0,1.0,0.0,1.0,3004.0
3007,50.0,1.0,2.0,540.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,274425.0,2.0,0.0,1.0,1.0,0.0,0.0,3007.0
3017,43.0,1.0,1.0,1500.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0,0.0,2.0,4.0,431925.0,3.0,0.0,0.0,1.0,0.0,4.0,3017.0
3018,36.0,1.0,1.0,540.0,0.0,0.0,2.0,4.0,0.0,5.0,7.0,0.0,1.0,2.0,315735.0,3.0,0.0,1.0,1.0,0.0,1.0,3018.0
3047,33.0,1.0,2.0,960.0,0.0,1.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,316950.0,2.0,0.0,1.0,1.0,0.0,1.0,3047.0
3050,50.0,1.0,3.0,1620.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,400000.0,3.0,0.0,1.0,1.0,0.0,3.0,3050.0
3054,46.0,1.0,1.0,480.0,2.0,1.0,4.0,4.0,0.0,5.0,3.0,0.0,2.0,2.0,310000.0,2.0,0.0,1.0,1.0,0.0,1.0,3054.0
3057,36.0,1.0,2.0,1320.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,0.0,3.0,3.0,343920.0,1.0,1.0,1.0,1.0,0.0,2.0,3057.0
3061,31.0,1.0,3.0,1020.0,2.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,2.0,262890.0,1.0,1.0,1.0,1.0,0.0,0.0,3061.0
3068,49.0,0.0,3.0,960.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,4.0,1.0,459630.0,2.0,1.0,1.0,1.0,0.0,4.0,3068.0
3086,26.0,0.0,2.0,1020.0,0.0,1.0,3.0,5.0,0.0,4.0,2.0,0.0,2.0,2.0,320160.0,2.0,1.0,1.0,1.0,1.0,1.0,3086.0
3088,37.0,0.0,1.0,420.0,1.0,0.0,3.0,5.0,1.0,4.0,3.0,0.0,2.0,4.0,400000.0,1.0,1.0,1.0,1.0,1.0,3.0,3088.0
3089,38.0,1.0,1.0,840.0,1.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,2.0,2.0,359160.0,1.0,0.0,1.0,1.0,1.0,3.0,3089.0
3094,51.0,0.0,2.0,840.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,4.0,500000.0,1.0,0.0,1.0,1.0,0.0,4.0,3094.0
3101,24.0,0.0,2.0,420.0,2.0,0.0,3.0,4.0,3.0,4.0,1.0,0.0,2.0,1.0,479445.0,0.0,1.0,0.0,1.0,0.0,4.0,3101.0
3111,30.0,0.0,3.0,1080.0,2.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,4.0,2.0,253425.0,3.0,0.0,1.0,1.0,0.0,0.0,3111.0
3114,39.0,1.0,2.0,900.0,2.0,1.0,2.0,4.0,1.0,4.0,7.0,0.0,3.0,4.0,404925.0,2.0,1.0,0.0,1.0,0.0,3.0,3114.0
3116,42.0,0.0,2.0,1020.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,330000.0,0.0,1.0,1.0,1.0,0.0,2.0,3116.0
3120,39.0,1.0,3.0,1128.0,2.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,311400.0,2.0,0.0,1.0,1.0,0.0,1.0,3120.0
3148,39.0,0.0,3.0,1020.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,0.0,4.0,2.0,311490.0,1.0,0.0,1.0,1.0,0.0,1.0,3148.0
3156,40.0,1.0,2.0,480.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,0.0,5.0,4.0,438210.0,3.0,1.0,1.0,1.0,1.0,4.0,3156.0
3173,25.0,0.0,1.0,540.0,0.0,0.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,321675.0,1.0,0.0,1.0,1.0,1.0,1.0,3173.0
3177,55.0,1.0,1.0,420.0,2.0,1.0,3.0,5.0,0.0,4.0,7.0,0.0,2.0,2.0,320000.0,1.0,0.0,1.0,1.0,1.0,1.0,3177.0
3178,48.0,0.0,1.0,480.0,1.0,1.0,3.0,4.0,1.0,4.0,7.0,0.0,2.0,4.0,432735.0,1.0,1.0,1.0,1.0,0.0,4.0,3178.0
3190,33.0,1.0,1.0,1620.0,2.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,1.0,2.0,319185.0,0.0,0.0,1.0,1.0,1.0,1.0,3190.0
3193,40.0,1.0,3.0,780.0,2.0,0.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,378330.0,1.0,0.0,1.0,1.0,0.0,3.0,3193.0
3207,37.0,1.0,3.0,480.0,2.0,0.0,3.0,4.0,0.0,4.0,5.0,0.0,3.0,2.0,280065.0,0.0,1.0,1.0,1.0,0.0,0.0,3207.0
3233,18.0,0.0,3.0,840.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,2.0,4.0,377490.0,3.0,0.0,1.0,1.0,0.0,3.0,3233.0
3238,28.0,0.0,3.0,1440.0,2.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,3.0,300000.0,1.0,1.0,0.0,1.0,0.0,1.0,3238.0
3244,30.0,0.0,3.0,960.0,1.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,1.0,2.0,263010.0,0.0,1.0,0.0,1.0,0.0,0.0,3244.0
3254,15.0,0.0,2.0,960.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,379725.0,0.0,1.0,1.0,1.0,0.0,3.0,3254.0
3255,33.4,0.0,3.0,960.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,0.0,2.0,3.0,375900.0,1.0,0.0,1.0,1.0,0.0,3.0,3255.0
3267,51.0,0.0,1.0,960.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,453600.0,2.0,0.0,1.0,1.0,0.0,4.0,3267.0
3279,36.0,1.0,2.0,780.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,3.0,3.0,355410.0,1.0,0.0,1.0,1.0,0.0,2.0,3279.0
3322,38.0,1.0,1.0,540.0,2.0,1.0,3.0,4.0,0.0,5.0,7.0,0.0,4.0,2.0,272070.0,0.0,0.0,1.0,1.0,0.0,0.0,3322.0
3323,20.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,266655.0,0.0,1.0,1.0,1.0,0.0,0.0,3323.0
3332,36.0,1.0,1.0,1320.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,4.0,4.0,430860.0,3.0,0.0,1.0,1.0,0.0,4.0,3332.0
3343,27.0,1.0,2.0,600.0,2.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,3.0,2.0,256995.0,0.0,0.0,0.0,1.0,0.0,0.0,3343.0
3353,34.0,0.0,2.0,948.0,1.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,4.0,3.0,299985.0,2.0,1.0,1.0,1.0,0.0,0.0,3353.0
3356,51.0,1.0,2.0,540.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,0.0,3.0,4.0,444750.0,3.0,0.0,1.0,1.0,1.0,4.0,3356.0
3360,33.4,1.0,1.0,720.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,4.0,2.0,269490.0,1.0,0.0,1.0,1.0,0.0,0.0,3360.0
3384,37.6,0.0,1.0,600.0,2.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,2.0,2.0,287907.0,2.0,0.0,0.0,1.0,0.0,0.0,3384.0
3396,56.0,1.0,3.0,1200.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,400000.0,0.0,0.0,1.0,1.0,0.0,3.0,3396.0
