,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Marital_Status,Car_Ownership,Has_Children,NumberOfFollowups_outlier,Income_Category,id,ProdTaken
149,31.0,1.0,1.0,480.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,331575.0,0.0,1.0,1.0,0.0,2.0,1873.0,1.0
150,37.0,1.0,3.0,1320.0,2.0,1.0,3.0,6.0,0.0,3.0,6.0,0.0,4.0,2.0,439905.0,1.0,0.0,1.0,1.0,4.0,1881.0,1.0
151,50.0,1.0,1.0,420.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,365655.0,0.0,0.0,0.0,0.0,3.0,1886.0,1.0
152,50.0,1.0,2.0,360.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,347955.0,1.0,1.0,0.0,0.0,2.0,1895.0,1.0
153,18.0,0.0,3.0,840.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,377205.0,1.0,1.0,0.0,0.0,3.0,1899.0,1.0
154,56.0,1.0,2.0,1440.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,504060.0,2.0,0.0,0.0,0.0,4.0,1900.0,1.0
155,34.0,0.0,2.0,1020.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,380000.0,3.0,0.0,1.0,0.0,3.0,1905.0,1.0
156,46.0,1.0,2.0,1920.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,0.0,2.0,4.0,367425.0,2.0,0.0,0.0,0.0,3.0,1920.0,1.0
157,33.0,0.0,2.0,900.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,274245.0,0.0,0.0,0.0,0.0,0.0,1960.0,1.0
158,40.0,1.0,1.0,600.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,259110.0,1.0,0.0,0.0,0.0,0.0,1969.0,1.0
159,23.0,1.0,1.0,840.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,260000.0,1.0,0.0,1.0,0.0,0.0,1971.0,1.0
160,40.0,1.0,1.0,480.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,2.0,4.0,315930.0,2.0,0.0,0.0,0.0,1.0,1972.0,1.0
161,38.0,0.0,1.0,1080.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,255255.0,0.0,1.0,0.0,0.0,0.0,1974.0,1.0
162,37.0,0.0,1.0,540.0,1.0,1.0,3.0,6.0,0.0,3.0,5.0,1.0,1.0,2.0,323625.0,0.0,0.0,1.0,1.0,1.0,1985.0,1.0
163,51.0,1.0,2.0,420.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0,3.0,1.0,509865.0,0.0,1.0,1.0,0.0,4.0,2014.0,1.0
164,41.8,0.0,1.0,600.0,2.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,4.0,2.0,265680.0,1.0,1.0,0.0,0.0,0.0,2043.0,1.0
165,14.0,0.0,3.0,1080.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,3.0,3.0,274185.0,0.0,0.0,0.0,0.0,0.0,2044.0,1.0
166,40.0,1.0,1.0,960.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,3.0,2.0,260925.0,0.0,1.0,0.0,0.0,0.0,2045.0,1.0
167,31.0,1.0,2.0,420.0,2.0,0.0,2.0,3.0,1.0,5.0,1.0,0.0,3.0,4.0,408900.0,1.0,1.0,0.0,0.0,3.0,2046.0,1.0
168,26.0,0.0,1.0,420.0,0.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,3.0,4.0,350775.0,3.0,1.0,0.0,0.0,2.0,2049.0,1.0
169,40.0,1.0,1.0,480.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,350385.0,0.0,1.0,1.0,0.0,2.0,2050.0,1.0
170,49.0,1.0,1.0,780.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,2.0,300000.0,2.0,0.0,1.0,0.0,1.0,2056.0,1.0
171,22.0,1.0,1.0,600.0,1.0,0.0,4.0,5.0,0.0,4.0,2.0,0.0,4.0,2.0,323850.0,0.0,0.0,1.0,1.0,1.0,2068.0,1.0
172,47.0,0.0,3.0,660.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,355950.0,3.0,1.0,0.0,0.0,2.0,2073.0,1.0
173,32.0,0.0,2.0,1860.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0,253845.0,1.0,1.0,0.0,0.0,0.0,2091.0,1.0
174,19.0,1.0,2.0,660.0,0.0,1.0,3.0,5.0,0.0,4.0,6.0,0.0,4.0,2.0,300000.0,1.0,1.0,1.0,1.0,1.0,2109.0,1.0
175,52.0,1.0,1.0,960.0,1.0,1.0,3.0,4.0,0.0,3.0,7.0,1.0,3.0,2.0,537795.0,1.0,1.0,1.0,0.0,4.0,2111.0,1.0
176,40.0,1.0,2.0,1200.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,0.0,4.0,3.0,307770.0,0.0,1.0,1.0,1.0,1.0,2117.0,1.0
177,29.0,1.0,3.0,780.0,2.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,3.0,2.0,300000.0,0.0,0.0,1.0,0.0,1.0,2154.0,1.0
178,50.0,1.0,2.0,540.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,1.0,5.0,0.0,400000.0,1.0,1.0,0.0,0.0,3.0,2158.0,1.0
179,53.0,0.0,2.0,720.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,278340.0,0.0,1.0,1.0,0.0,0.0,2227.0,1.0
180,35.2,1.0,1.0,1080.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,4.0,2.0,289247.0,2.0,1.0,0.0,0.0,0.0,2250.0,1.0
181,57.0,1.0,1.0,900.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,0.0,4.0,0.0,545535.0,1.0,0.0,1.0,1.0,4.0,2286.0,1.0
182,42.0,1.0,1.0,600.0,2.0,0.0,3.0,5.0,3.0,4.0,3.0,0.0,3.0,2.0,478140.0,2.0,0.0,1.0,1.0,4.0,2287.0,1.0
183,33.0,1.0,2.0,1620.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,1.0,4.0,2.0,317220.0,3.0,1.0,1.0,0.0,1.0,2291.0,1.0
184,21.0,1.0,2.0,720.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,375840.0,2.0,0.0,1.0,0.0,3.0,2305.0,1.0
185,48.0,1.0,3.0,660.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,4.0,377640.0,1.0,1.0,0.0,0.0,3.0,2310.0,1.0
186,20.0,1.0,1.0,600.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,4.0,436215.0,3.0,1.0,0.0,0.0,4.0,2311.0,1.0
187,40.0,1.0,2.0,420.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,513255.0,2.0,0.0,0.0,0.0,4.0,2322.0,1.0
188,33.0,0.0,2.0,960.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,306810.0,2.0,1.0,0.0,0.0,1.0,2374.0,1.0
189,38.0,1.0,1.0,900.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,261075.0,3.0,0.0,0.0,0.0,0.0,2392.0,1.0
190,28.0,0.0,1.0,900.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,327795.0,2.0,0.0,1.0,0.0,2.0,2408.0,1.0
191,27.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,310650.0,0.0,0.0,1.0,0.0,1.0,2436.0,1.0
192,46.0,1.0,3.0,1020.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,400000.0,1.0,1.0,1.0,0.0,3.0,2454.0,1.0
193,33.0,1.0,2.0,720.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,4.0,2.0,300000.0,2.0,0.0,0.0,0.0,1.0,2458.0,1.0
194,48.0,0.0,2.0,900.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,0.0,2.0,1.0,529020.0,1.0,0.0,1.0,0.0,4.0,2488.0,1.0
195,59.0,1.0,2.0,420.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,0.0,2.0,4.0,384585.0,1.0,1.0,1.0,0.0,3.0,2507.0,1.0
196,30.0,1.0,2.0,660.0,1.0,1.0,3.0,4.0,3.0,4.0,7.0,0.0,2.0,1.0,397665.0,0.0,1.0,1.0,0.0,3.0,2508.0,1.0
197,55.0,1.0,2.0,480.0,2.0,0.0,3.0,4.0,3.0,5.0,7.0,0.0,2.0,1.0,537495.0,2.0,0.0,1.0,0.0,4.0,2517.0,1.0
198,54.0,1.0,3.0,420.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,2.0,4.0,296820.0,0.0,1.0,1.0,0.0,0.0,2521.0,1.0
199,50.0,0.0,2.0,420.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,1.0,4.0,480735.0,1.0,0.0,1.0,0.0,4.0,2539.0,1.0
200,43.0,1.0,1.0,900.0,2.0,1.0,3.0,4.0,0.0,3.0,7.0,0.0,2.0,2.0,354825.0,0.0,0.0,1.0,0.0,2.0,2549.0,1.0
201,34.0,0.0,1.0,1140.0,0.0,1.0,3.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,310000.0,1.0,0.0,1.0,0.0,1.0,2552.0,1.0
202,36.0,0.0,2.0,780.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,363810.0,1.0,0.0,1.0,0.0,3.0,2554.0,1.0
203,24.0,0.0,2.0,480.0,1.0,0.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,415215.0,1.0,0.0,1.0,0.0,4.0,2555.0,1.0
204,31.0,1.0,2.0,1920.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,3.0,325110.0,2.0,0.0,1.0,0.0,2.0,2558.0,1.0
205,25.0,1.0,1.0,480.0,2.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,256815.0,0.0,0.0,1.0,0.0,0.0,2572.0,1.0
206,30.0,0.0,2.0,540.0,1.0,0.0,1.0,300.0,0.0,4.0,5.0,0.0,2.0,2.0,257085.0,0.0,0.0,0.0,1.0,0.0,2597.0,1.0
207,37.0,1.0,1.0,840.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0,272640.0,0.0,0.0,1.0,0.0,0.0,2601.0,1.0
208,39.4,0.0,1.0,900.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,4.0,2.0,349189.0,0.0,1.0,1.0,0.0,2.0,2611.0,1.0
209,54.0,1.0,1.0,540.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,0.0,5.0,4.0,364665.0,1.0,1.0,1.0,0.0,3.0,2619.0,1.0
210,51.0,1.0,2.0,420.0,2.0,0.0,2.0,5.0,1.0,4.0,2.0,0.0,1.0,4.0,358620.0,1.0,1.0,1.0,1.0,2.0,2630.0,1.0
211,30.0,1.0,1.0,540.0,0.0,1.0,3.0,5.0,0.0,5.0,7.0,0.0,2.0,2.0,325815.0,0.0,0.0,1.0,1.0,2.0,2641.0,1.0
212,41.0,1.0,1.0,420.0,1.0,1.0,3.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,352335.0,1.0,0.0,1.0,0.0,2.0,2670.0,1.0
213,31.0,1.0,1.0,480.0,0.0,0.0,3.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,260475.0,0.0,1.0,1.0,0.0,0.0,2677.0,1.0
214,48.0,1.0,1.0,480.0,2.0,1.0,3.0,2.0,0.0,3.0,7.0,0.0,2.0,2.0,300000.0,3.0,0.0,1.0,0.0,1.0,2679.0,1.0
215,31.0,0.0,1.0,960.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,340170.0,1.0,0.0,1.0,0.0,2.0,2686.0,1.0
216,44.2,1.0,3.0,900.0,2.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,4.0,2.0,423000.0,1.0,0.0,1.0,0.0,4.0,2696.0,1.0
217,38.0,1.0,1.0,540.0,0.0,1.0,4.0,4.0,0.0,3.0,5.0,0.0,2.0,2.0,328020.0,0.0,1.0,1.0,0.0,2.0,2714.0,1.0
218,31.0,1.0,2.0,480.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,405405.0,1.0,0.0,1.0,0.0,3.0,2728.0,1.0
219,43.0,1.0,2.0,480.0,2.0,0.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,374415.0,3.0,1.0,1.0,0.0,3.0,2763.0,1.0
220,31.0,1.0,1.0,900.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,345060.0,0.0,0.0,0.0,0.0,2.0,2796.0,1.0
221,20.0,1.0,2.0,900.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,2.0,313815.0,0.0,1.0,1.0,0.0,1.0,2822.0,1.0
222,30.0,1.0,2.0,1500.0,1.0,0.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,362850.0,3.0,0.0,1.0,0.0,3.0,2825.0,1.0
223,44.0,1.0,1.0,780.0,2.0,1.0,2.0,3.0,0.0,4.0,7.0,0.0,2.0,2.0,261240.0,0.0,1.0,1.0,0.0,0.0,2866.0,1.0
224,40.0,0.0,2.0,960.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,345810.0,1.0,0.0,1.0,0.0,2.0,2883.0,1.0
225,31.0,0.0,2.0,720.0,2.0,0.0,2.0,3.0,2.0,4.0,7.0,0.0,2.0,3.0,276165.0,0.0,0.0,1.0,0.0,0.0,2889.0,1.0
226,42.2,1.0,3.0,600.0,2.0,1.0,2.0,3.0,0.0,5.0,1.0,0.0,4.0,2.0,287250.0,1.0,1.0,1.0,0.0,0.0,2915.0,1.0
227,37.0,0.0,2.0,1080.0,2.0,0.0,2.0,3.0,0.0,4.0,5.0,0.0,3.0,2.0,269010.0,0.0,0.0,1.0,0.0,0.0,2920.0,1.0
228,42.0,1.0,2.0,1560.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,0.0,2.0,3.0,300000.0,1.0,1.0,1.0,0.0,1.0,2941.0,1.0
229,41.6,1.0,3.0,816.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,3.0,353295.0,2.0,1.0,0.0,0.0,2.0,2942.0,1.0
230,27.0,1.0,2.0,960.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,2.0,2.0,269730.0,1.0,0.0,0.0,0.0,0.0,2948.0,1.0
231,54.0,0.0,2.0,420.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,471165.0,2.0,1.0,0.0,0.0,4.0,2951.0,1.0
232,46.0,0.0,1.0,420.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,335160.0,1.0,0.0,1.0,0.0,2.0,2963.0,1.0
233,37.0,1.0,2.0,360.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,400000.0,0.0,1.0,1.0,0.0,3.0,2965.0,1.0
234,42.0,0.0,2.0,840.0,2.0,0.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,264585.0,1.0,0.0,1.0,0.0,0.0,2967.0,1.0
235,41.0,0.0,1.0,1560.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,0.0,2.0,3.0,366570.0,2.0,1.0,1.0,0.0,3.0,2974.0,1.0
236,28.0,0.0,1.0,1080.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,4.0,2.0,259245.0,1.0,0.0,0.0,0.0,0.0,2983.0,1.0
237,26.0,1.0,2.0,660.0,1.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,304320.0,2.0,1.0,0.0,0.0,1.0,3004.0,1.0
238,50.0,1.0,2.0,540.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,274425.0,2.0,0.0,1.0,0.0,0.0,3007.0,1.0
239,43.0,1.0,1.0,1500.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0,0.0,2.0,4.0,431925.0,3.0,0.0,0.0,0.0,4.0,3017.0,1.0
240,36.0,1.0,1.0,540.0,0.0,0.0,2.0,4.0,0.0,5.0,7.0,0.0,1.0,2.0,315735.0,3.0,0.0,1.0,0.0,1.0,3018.0,1.0
241,33.0,1.0,2.0,960.0,0.0,1.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,316950.0,2.0,0.0,1.0,0.0,1.0,3047.0,1.0
242,50.0,1.0,3.0,1620.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,400000.0,3.0,0.0,1.0,0.0,3.0,3050.0,1.0
243,46.0,1.0,1.0,480.0,2.0,1.0,4.0,4.0,0.0,5.0,3.0,0.0,2.0,2.0,310000.0,2.0,0.0,1.0,0.0,1.0,3054.0,1.0
244,36.0,1.0,2.0,1320.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,0.0,3.0,3.0,343920.0,1.0,1.0,1.0,0.0,2.0,3057.0,1.0
245,31.0,1.0,3.0,1020.0,2.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,2.0,262890.0,1.0,1.0,1.0,0.0,0.0,3061.0,1.0
246,49.0,0.0,3.0,960.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,4.0,1.0,459630.0,2.0,1.0,1.0,0.0,4.0,3068.0,1.0
247,37.0,0.0,1.0,420.0,1.0,0.0,3.0,5.0,1.0,4.0,3.0,0.0,2.0,4.0,400000.0,1.0,1.0,1.0,1.0,3.0,3088.0,1.0
248,38.0,1.0,1.0,840.0,1.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,2.0,2.0,359160.0,1.0,0.0,1.0,1.0,3.0,3089.0,1.0
249,51.0,0.0,2.0,840.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,4.0,500000.0,1.0,0.0,1.0,0.0,4.0,3094.0,1.0
250,24.0,0.0,2.0,420.0,2.0,0.0,3.0,4.0,3.0,4.0,1.0,0.0,2.0,1.0,479445.0,0.0,1.0,0.0,0.0,4.0,3101.0,1.0
251,30.0,0.0,3.0,1080.0,2.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,4.0,2.0,253425.0,3.0,0.0,1.0,0.0,0.0,3111.0,1.0
252,39.0,1.0,2.0,900.0,2.0,1.0,2.0,4.0,1.0,4.0,7.0,0.0,3.0,4.0,404925.0,2.0,1.0,0.0,0.0,3.0,3114.0,1.0
253,42.0,0.0,2.0,1020.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,330000.0,0.0,1.0,1.0,0.0,2.0,3116.0,1.0
254,39.0,0.0,3.0,1020.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,0.0,4.0,2.0,311490.0,1.0,0.0,1.0,0.0,1.0,3148.0,1.0
255,40.0,1.0,2.0,480.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,0.0,5.0,4.0,438210.0,3.0,1.0,1.0,1.0,4.0,3156.0,1.0
256,25.0,0.0,1.0,540.0,0.0,0.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,321675.0,1.0,0.0,1.0,1.0,1.0,3173.0,1.0
257,55.0,1.0,1.0,420.0,2.0,1.0,3.0,5.0,0.0,4.0,7.0,0.0,2.0,2.0,320000.0,1.0,0.0,1.0,1.0,1.0,3177.0,1.0
258,48.0,0.0,1.0,480.0,1.0,1.0,3.0,4.0,1.0,4.0,7.0,0.0,2.0,4.0,432735.0,1.0,1.0,1.0,0.0,4.0,3178.0,1.0
259,33.0,1.0,1.0,1620.0,2.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,1.0,2.0,319185.0,0.0,0.0,1.0,1.0,1.0,3190.0,1.0
260,40.0,1.0,3.0,780.0,2.0,0.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,378330.0,1.0,0.0,1.0,0.0,3.0,3193.0,1.0
261,37.0,1.0,3.0,480.0,2.0,0.0,3.0,4.0,0.0,4.0,5.0,0.0,3.0,2.0,280065.0,0.0,1.0,1.0,0.0,0.0,3207.0,1.0
262,18.0,0.0,3.0,840.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,2.0,4.0,377490.0,3.0,0.0,1.0,0.0,3.0,3233.0,1.0
263,28.0,0.0,3.0,1440.0,2.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,3.0,300000.0,1.0,1.0,0.0,0.0,1.0,3238.0,1.0
264,30.0,0.0,3.0,960.0,1.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,1.0,2.0,263010.0,0.0,1.0,0.0,0.0,0.0,3244.0,1.0
265,15.0,0.0,2.0,960.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,379725.0,0.0,1.0,1.0,0.0,3.0,3254.0,1.0
266,33.4,0.0,3.0,960.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,0.0,2.0,3.0,375900.0,1.0,0.0,1.0,0.0,3.0,3255.0,1.0
267,51.0,0.0,1.0,960.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,453600.0,2.0,0.0,1.0,0.0,4.0,3267.0,1.0
268,36.0,1.0,2.0,780.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,3.0,3.0,355410.0,1.0,0.0,1.0,0.0,2.0,3279.0,1.0
269,38.0,1.0,1.0,540.0,2.0,1.0,3.0,4.0,0.0,5.0,7.0,0.0,4.0,2.0,272070.0,0.0,0.0,1.0,0.0,0.0,3322.0,1.0
270,20.0,1.0,1.0,600.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,266655.0,0.0,1.0,1.0,0.0,0.0,3323.0,1.0
271,36.0,1.0,1.0,1320.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,4.0,4.0,430860.0,3.0,0.0,1.0,0.0,4.0,3332.0,1.0
272,27.0,1.0,2.0,600.0,2.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,3.0,2.0,256995.0,0.0,0.0,0.0,0.0,0.0,3343.0,1.0
273,51.0,1.0,2.0,540.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,0.0,3.0,4.0,444750.0,3.0,0.0,1.0,1.0,4.0,3356.0,1.0
274,33.4,1.0,1.0,720.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,4.0,2.0,269490.0,1.0,0.0,1.0,0.0,0.0,3360.0,1.0
275,37.6,0.0,1.0,600.0,2.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,2.0,2.0,287907.0,2.0,0.0,0.0,0.0,0.0,3384.0,1.0
276,56.0,1.0,3.0,1200.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,400000.0,0.0,0.0,1.0,0.0,3.0,3396.0,1.0
277,46.0,1.0,3.0,360.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,1.0,4.0,351885.0,2.0,0.0,1.0,0.0,2.0,3454.0,1.0
278,40.0,1.0,2.0,1560.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,2.0,258900.0,0.0,1.0,0.0,0.0,0.0,3484.0,1.0
